date,channel,impressions,clicks,cost,conversions,cv_type,revenue
2024-08-11,Meta Ads,7645,283,17885,13,会員登録,70111
2024-08-11,LINE Ads,4737,77,11701,3,購入,20596
2024-08-11,Yahoo!広告,3503,37,8107,1,購入,4561
2024-08-12,Google Ads,15102,864,15946,49,購入,281261
2024-08-12,Meta Ads,10727,188,17098,12,購入,93158
2024-08-12,LINE Ads,7889,386,12496,9,お気に入り,54111
2024-08-12,Yahoo!広告,4487,52,8711,4,購入,20204
2024-08-13,Google Ads,10377,183,20014,12,お気に入り,58115
2024-08-13,Meta Ads,7511,277,18118,18,購入,102758
2024-08-13,LINE Ads,9974,594,12154,26,購入,201605
2024-08-13,Yahoo!広告,2996,118,6678,7,購入,38722
2024-08-14,Google Ads,14568,663,15880,40,会員登録,267619
2024-08-14,Meta Ads,8085,358,14155,9,お気に入り,40591
2024-08-14,LINE Ads,9923,296,9362,16,お気に入り,53169
2024-08-14,Yahoo!広告,3462,68,5577,3,お気に入り,16063
2024-08-15,Google Ads,9355,174,14433,10,購入,74504
2024-08-15,Meta Ads,8196,427,16240,26,会員登録,178683
2024-08-15,LINE Ads,3923,111,7879,8,購入,60718
2024-08-15,Yahoo!広告,3595,36,7328,0,会員登録,0
2024-08-16,Google Ads,5776,210,13680,6,購入,19049
2024-08-16,Meta Ads,7410,439,12692,29,会員登録,160668
2024-08-16,LINE Ads,3784,76,7853,2,購入,15752
2024-08-16,Yahoo!広告,5991,317,5727,19,購入,62159
2024-08-17,Google Ads,11622,155,18157,6,会員登録,21638
2024-08-17,Meta Ads,9283,428,14786,30,購入,195239
2024-08-17,LINE Ads,6017,120,12614,2,会員登録,9680
2024-08-17,Yahoo!広告,7976,100,9140,4,会員登録,13705
2024-08-18,Google Ads,7597,386,18542,21,お気に入り,112463
2024-08-18,Meta Ads,8674,211,18876,11,会員登録,75339
2024-08-18,LINE Ads,5418,192,12871,13,購入,100198
2024-08-18,Yahoo!広告,4552,181,6615,4,購入,28321
2024-08-19,Google Ads,9224,166,22701,3,会員登録,23062
2024-08-19,Meta Ads,7653,127,14220,2,購入,6546
2024-08-19,LINE Ads,4269,95,7638,3,購入,13021
2024-08-19,Yahoo!広告,3254,119,7493,3,お気に入り,18755
2024-08-20,Google Ads,10711,527,19126,25,購入,177621
2024-08-20,Meta Ads,8421,408,14085,18,会員登録,122731
2024-08-20,LINE Ads,8233,280,10509,9,購入,53725
2024-08-20,Yahoo!広告,3196,34,7566,1,購入,3022
2024-08-21,Google Ads,8539,455,20478,23,お気に入り,82498
2024-08-21,Meta Ads,7600,188,15771,13,会員登録,78103
2024-08-21,LINE Ads,8503,255,8836,13,購入,90567
2024-08-21,Yahoo!広告,4192,164,9264,7,会員登録,27431
2024-08-22,Google Ads,11264,201,16136,9,会員登録,31367
2024-08-22,Meta Ads,17762,822,14440,19,購入,81114
2024-08-22,LINE Ads,9882,395,10954,16,購入,68619
2024-08-22,Yahoo!広告,3970,117,8946,7,お気に入り,55021
2024-08-23,Google Ads,18791,346,15720,13,購入,65497
2024-08-23,Meta Ads,11528,176,16685,10,購入,48442
2024-08-23,LINE Ads,3769,126,8145,3,購入,12377
2024-08-23,Yahoo!広告,9333,293,8707,12,会員登録,75039
2024-08-24,Google Ads,12766,653,18542,49,会員登録,199468
2024-08-24,Meta Ads,7844,402,17121,11,購入,43961
2024-08-24,LINE Ads,5249,114,10786,2,お気に入り,12654
2024-08-24,Yahoo!広告,4212,233,6069,7,購入,31829
2024-08-25,Google Ads,14149,688,16426,35,お気に入り,120997
2024-08-25,Meta Ads,22179,762,19121,27,お気に入り,206558
2024-08-25,LINE Ads,4154,136,8183,7,会員登録,33664
2024-08-25,Yahoo!広告,4260,224,8510,8,お気に入り,35679
2024-08-26,Google Ads,18457,900,21124,46,会員登録,193881
2024-08-26,Meta Ads,7019,261,14385,18,購入,64725
2024-08-26,LINE Ads,5744,134,8459,3,会員登録,23081
2024-08-26,Yahoo!広告,5601,132,9330,3,購入,10118
2024-08-27,Google Ads,11554,469,20220,23,購入,140413
2024-08-27,Meta Ads,12056,309,13505,11,購入,41845
2024-08-27,LINE Ads,4077,149,8565,9,購入,32380
2024-08-27,Yahoo!広告,3710,114,8330,7,会員登録,37805
2024-08-28,Google Ads,8137,346,15443,12,会員登録,84743
2024-08-28,Meta Ads,15104,243,19038,5,会員登録,34043
2024-08-28,LINE Ads,8035,235,11250,9,会員登録,58218
2024-08-28,Yahoo!広告,6472,294,8643,12,購入,59346
2024-08-29,Google Ads,9699,115,20719,9,会員登録,56632
2024-08-29,Meta Ads,6508,92,14070,2,購入,7607
2024-08-29,LINE Ads,4612,70,10725,2,購入,6024
2024-08-29,Yahoo!広告,8146,353,9528,13,購入,64398
2024-08-30,Google Ads,7157,206,15180,5,お気に入り,27742
2024-08-30,Meta Ads,9551,529,16634,19,購入,103241
2024-08-30,LINE Ads,4360,240,7645,16,会員登録,58985
2024-08-30,Yahoo!広告,2876,60,5452,4,お気に入り,19764
2024-08-31,Google Ads,8731,499,21173,11,購入,68677
2024-08-31,Meta Ads,13311,294,12354,16,購入,109642
2024-08-31,LINE Ads,5316,296,7871,13,会員登録,51114
2024-08-31,Yahoo!広告,3373,39,6238,2,お気に入り,11139
2024-09-01,Google Ads,9850,439,13943,31,購入,114002
2024-09-01,Meta Ads,5795,143,11151,9,購入,39778
2024-09-01,LINE Ads,3300,117,7359,5,お気に入り,21880
2024-09-01,Yahoo!広告,5120,244,6947,16,購入,106932
2024-09-02,Google Ads,14568,570,18309,11,購入,41131
2024-09-02,Meta Ads,5203,280,10087,9,お気に入り,59108
2024-09-02,LINE Ads,3840,138,7869,4,購入,18644
2024-09-02,Yahoo!広告,6020,224,7506,6,購入,20672
2024-09-03,Google Ads,18837,548,20598,24,会員登録,188410
2024-09-03,Meta Ads,9278,170,14583,4,購入,31218
2024-09-03,LINE Ads,3679,179,9060,8,お気に入り,60253
2024-09-03,Yahoo!広告,4480,122,8169,9,購入,62456
2024-09-04,Google Ads,6182,246,14936,7,購入,25916
2024-09-04,Meta Ads,7077,199,15841,4,会員登録,14258
2024-09-04,LINE Ads,3260,191,6551,12,購入,72335
2024-09-04,Yahoo!広告,6373,371,7472,21,会員登録,147350
2024-09-05,Google Ads,10730,210,19322,6,購入,18119
2024-09-05,Meta Ads,7945,138,12827,6,購入,27733
2024-09-05,LINE Ads,5747,76,7007,4,会員登録,14303
2024-09-05,Yahoo!広告,3222,178,4789,6,購入,20557
2024-09-06,Google Ads,6441,119,14062,4,購入,13802
2024-09-06,Meta Ads,13674,437,12120,21,購入,72871
2024-09-06,LINE Ads,5537,158,10315,9,会員登録,33582
2024-09-06,Yahoo!広告,5417,131,6523,9,お気に入り,65658
2024-09-07,Google Ads,13210,618,17077,49,購入,169398
2024-09-07,Meta Ads,4299,179,10721,4,会員登録,31997
2024-09-07,LINE Ads,5189,304,7324,8,購入,29232
2024-09-07,Yahoo!広告,5421,90,5219,2,購入,8151
2024-09-08,Google Ads,17525,681,19516,22,購入,165439
2024-09-08,Meta Ads,5040,104,12177,4,会員登録,30020
2024-09-08,LINE Ads,3002,107,6769,6,購入,38337
2024-09-08,Yahoo!広告,7525,322,6973,19,購入,65620
2024-09-09,Google Ads,8715,129,14718,7,お気に入り,41594
2024-09-09,Meta Ads,4962,204,11555,14,お気に入り,81177
2024-09-09,LINE Ads,5029,160,10950,7,会員登録,23657
2024-09-09,Yahoo!広告,4159,244,7282,10,会員登録,60372
2024-09-10,Google Ads,6498,127,13424,4,お気に入り,12443
2024-09-10,Meta Ads,14077,158,11865,4,購入,31427
2024-09-10,LINE Ads,4010,81,9793,2,購入,14831
2024-09-10,Yahoo!広告,2851,53,7049,3,お気に入り,9698
2024-09-11,Google Ads,9815,234,20352,5,購入,23972
2024-09-11,Meta Ads,5298,156,9253,7,購入,45689
2024-09-11,LINE Ads,6245,73,10657,1,購入,7353
2024-09-11,Yahoo!広告,3522,162,5337,9,購入,69567
2024-09-12,Google Ads,6905,106,14841,7,購入,38405
2024-09-12,Meta Ads,8581,353,10579,18,購入,64104
2024-09-12,LINE Ads,3483,81,8025,3,購入,20514
2024-09-12,Yahoo!広告,4149,167,7390,8,購入,53755
2024-09-13,Google Ads,14119,515,17847,37,会員登録,277348
2024-09-13,Meta Ads,6957,97,10396,5,お気に入り,27418
2024-09-13,LINE Ads,4877,276,10971,6,会員登録,26097
2024-09-13,Yahoo!広告,3783,216,7445,8,お気に入り,31361
2024-09-14,Google Ads,17562,488,16342,21,会員登録,79533
2024-09-14,Meta Ads,8170,485,11122,35,購入,190920
2024-09-14,LINE Ads,10371,412,11201,18,お気に入り,112209
2024-09-14,Yahoo!広告,4338,162,5753,4,お気に入り,31309
2024-09-15,Google Ads,11593,374,20200,28,購入,197759
2024-09-15,Meta Ads,9461,192,13957,14,購入,72910
2024-09-15,LINE Ads,13298,189,10902,12,購入,79479
2024-09-15,Yahoo!広告,2115,52,4911,3,購入,19743
2024-09-16,Google Ads,7120,182,16222,10,購入,76718
2024-09-16,Meta Ads,13835,615,13232,48,購入,265340
2024-09-16,LINE Ads,4021,170,10020,10,お気に入り,77016
2024-09-16,Yahoo!広告,8352,352,7573,17,購入,106713
2024-09-17,Google Ads,10411,364,17924,10,購入,33389
2024-09-17,Meta Ads,10649,491,14054,24,会員登録,74685
2024-09-17,LINE Ads,6578,327,8842,19,購入,89638
2024-09-17,Yahoo!広告,3793,130,8211,4,会員登録,20340
2024-09-18,Google Ads,10501,447,18547,27,購入,102511
2024-09-18,Meta Ads,5403,97,11891,6,会員登録,44123
2024-09-18,LINE Ads,2764,146,6641,9,購入,47046
2024-09-18,Yahoo!広告,3636,52,8086,3,お気に入り,14459
2024-09-19,Google Ads,14817,574,16268,16,購入,53326
2024-09-19,Meta Ads,10647,471,14044,15,会員登録,89724
2024-09-19,LINE Ads,4651,72,9066,1,購入,7012
2024-09-19,Yahoo!広告,2800,149,6531,7,お気に入り,52538
2024-09-20,Google Ads,12986,750,12451,37,購入,158513
2024-09-20,Meta Ads,6593,137,11110,4,会員登録,23831
2024-09-20,LINE Ads,5987,147,9472,9,購入,51612
2024-09-20,Yahoo!広告,2770,69,5102,3,購入,14133
2024-09-21,Google Ads,10838,391,11768,27,購入,92401
2024-09-21,Meta Ads,6261,104,14015,6,購入,40426
2024-09-21,LINE Ads,4018,75,7856,4,購入,18207
2024-09-21,Yahoo!広告,2814,61,6527,1,購入,5633
2024-09-22,Google Ads,8776,292,14253,15,購入,59368
2024-09-22,Meta Ads,5709,243,9278,19,購入,134980
2024-09-22,LINE Ads,2730,34,6806,0,会員登録,0
2024-09-22,Yahoo!広告,4896,137,7739,3,お気に入り,13510
2024-09-23,Google Ads,6027,302,14141,11,購入,71348
2024-09-23,Meta Ads,11707,548,12003,20,会員登録,98108
2024-09-23,LINE Ads,5339,59,7907,3,購入,13696
2024-09-23,Yahoo!広告,4262,196,8366,14,購入,72186
2024-09-24,Google Ads,13058,343,12839,17,会員登録,62966
2024-09-24,Meta Ads,8491,185,10498,6,購入,42759
2024-09-24,LINE Ads,10367,105,10504,5,購入,22672
2024-09-24,Yahoo!広告,1979,30,4737,1,購入,5547
2024-09-25,Google Ads,8325,308,19914,19,会員登録,86867
2024-09-25,Meta Ads,10492,335,14122,21,会員登録,115069
2024-09-25,LINE Ads,4036,230,6307,10,会員登録,43980
2024-09-25,Yahoo!広告,2632,156,5545,8,購入,59957
2024-09-26,Google Ads,15531,886,20821,51,購入,177350
2024-09-26,Meta Ads,8067,257,9531,8,購入,29741
2024-09-26,LINE Ads,5975,294,8636,10,購入,43605
2024-09-26,Yahoo!広告,3956,198,4711,11,購入,57869
2024-09-27,Google Ads,10622,534,12708,13,会員登録,48400
2024-09-27,Meta Ads,7231,178,11282,12,購入,78070
2024-09-27,LINE Ads,7083,151,9192,3,購入,21547
2024-09-27,Yahoo!広告,2313,54,4963,1,会員登録,6442
2024-09-28,Google Ads,5573,231,11685,7,会員登録,46863
2024-09-28,Meta Ads,7675,197,14960,8,会員登録,31112
2024-09-28,LINE Ads,8950,491,7878,24,購入,117485
2024-09-28,Yahoo!広告,4359,249,5941,18,購入,101329
2024-09-29,Google Ads,8807,143,15151,6,購入,32060
2024-09-29,Meta Ads,16470,829,16611,17,購入,79498
2024-09-29,LINE Ads,4475,154,10073,4,お気に入り,24777
2024-09-29,Yahoo!広告,3339,138,7191,7,会員登録,51285
2024-09-30,Google Ads,9022,513,12799,27,購入,83453
2024-09-30,Meta Ads,6904,297,13247,21,購入,122674
2024-09-30,LINE Ads,3584,161,7400,11,会員登録,87645
2024-09-30,Yahoo!広告,2150,87,5300,6,購入,22071
2024-10-01,Google Ads,13996,584,14891,40,会員登録,171935
2024-10-01,Meta Ads,9433,160,16055,8,購入,34268
2024-10-01,LINE Ads,4514,152,8886,5,お気に入り,35199
2024-10-01,Yahoo!広告,2624,141,5184,4,購入,23533
2024-10-02,Google Ads,11922,690,18596,19,購入,143045
2024-10-02,Meta Ads,11294,595,10843,18,購入,104019
2024-10-02,LINE Ads,3586,84,7444,1,お気に入り,5934
2024-10-02,Yahoo!広告,2464,104,5627,5,購入,38816
2024-10-03,Google Ads,10608,198,23277,6,会員登録,24807
2024-10-03,Meta Ads,15875,434,18548,34,お気に入り,166409
2024-10-03,LINE Ads,5977,124,9614,7,購入,41795
2024-10-03,Yahoo!広告,3953,112,5500,4,購入,15271
2024-10-04,Google Ads,9430,509,20230,27,会員登録,158274
2024-10-04,Meta Ads,14861,632,18218,44,購入,167235
2024-10-04,LINE Ads,5713,242,12097,18,購入,109630
2024-10-04,Yahoo!広告,6782,206,6812,5,購入,32085
2024-10-05,Google Ads,6998,130,13898,7,購入,46881
2024-10-05,Meta Ads,12823,270,17602,5,お気に入り,16239
2024-10-05,LINE Ads,7372,161,6930,5,お気に入り,15431
2024-10-05,Yahoo!広告,2547,71,5630,4,お気に入り,28361
2024-10-06,Google Ads,10449,288,19683,5,購入,25679
2024-10-06,Meta Ads,11516,474,16953,27,お気に入り,176843
2024-10-06,LINE Ads,4654,62,8119,3,購入,22020
2024-10-06,Yahoo!広告,5444,174,7038,10,会員登録,72058
2024-10-07,Google Ads,8617,195,18635,9,お気に入り,71770
2024-10-07,Meta Ads,6485,314,14692,13,会員登録,77437
2024-10-07,LINE Ads,6707,223,10704,9,お気に入り,51705
2024-10-07,Yahoo!広告,5421,68,5421,5,購入,18109
2024-10-08,Google Ads,7677,217,18243,8,会員登録,32629
2024-10-08,Meta Ads,5771,74,13502,5,購入,28707
2024-10-08,LINE Ads,4046,64,9517,2,購入,15688
2024-10-08,Yahoo!広告,4011,205,8948,10,会員登録,33128
2024-10-09,Google Ads,14298,398,21358,25,会員登録,106193
2024-10-09,Meta Ads,8330,185,13273,5,購入,17481
2024-10-09,LINE Ads,5443,206,10505,13,お気に入り,89932
2024-10-09,Yahoo!広告,3815,146,9217,2,購入,7689
2024-10-10,Google Ads,10489,496,15262,19,購入,74312
2024-10-10,Meta Ads,5261,170,13007,11,購入,53959
2024-10-10,LINE Ads,3469,147,7022,5,購入,33087
2024-10-10,Yahoo!広告,6102,349,7698,18,会員登録,135301
2024-10-11,Google Ads,8751,404,13217,16,購入,89716
2024-10-11,Meta Ads,10383,490,15438,27,購入,171073
2024-10-11,LINE Ads,5060,250,11294,6,購入,20633
2024-10-11,Yahoo!広告,2259,117,5506,8,購入,41295
2024-10-12,Google Ads,13687,302,20225,9,会員登録,61516
2024-10-12,Meta Ads,5351,241,10786,16,購入,115361
2024-10-12,LINE Ads,4085,243,9867,16,購入,110162
2024-10-12,Yahoo!広告,4285,172,5383,7,購入,22881
2024-10-13,Google Ads,12067,256,17323,14,購入,72190
2024-10-13,Meta Ads,8746,368,11710,11,購入,53312
2024-10-13,LINE Ads,7191,90,11356,4,購入,21110
2024-10-13,Yahoo!広告,6704,274,9184,10,購入,78164
2024-10-14,Google Ads,16308,582,21990,16,購入,125823
2024-10-14,Meta Ads,7236,163,14308,5,購入,30081
2024-10-14,LINE Ads,9615,555,10845,37,購入,180812
2024-10-14,Yahoo!広告,5112,91,9283,2,購入,11613
2024-10-15,Google Ads,17627,275,21379,19,購入,149574
2024-10-15,Meta Ads,8854,131,12248,4,購入,30462
2024-10-15,LINE Ads,8219,372,11115,10,会員登録,71402
2024-10-15,Yahoo!広告,3166,73,7843,3,購入,11797
2024-10-16,Google Ads,12097,230,17271,8,購入,62150
2024-10-16,Meta Ads,10343,582,14440,13,購入,63962
2024-10-16,LINE Ads,5306,254,8852,8,購入,55182
2024-10-16,Yahoo!広告,5586,187,8021,7,購入,53115
2024-10-17,Google Ads,16399,214,21425,16,お気に入り,91617
2024-10-17,Meta Ads,6100,113,11716,2,購入,10352
2024-10-17,LINE Ads,10743,256,11468,13,購入,66544
2024-10-17,Yahoo!広告,4749,122,8188,4,お気に入り,24269
2024-10-18,Google Ads,13726,361,18650,26,購入,186985
2024-10-18,Meta Ads,14040,717,15296,41,会員登録,144732
2024-10-18,LINE Ads,3178,75,7087,3,購入,14491
2024-10-18,Yahoo!広告,4850,192,8107,13,購入,45303
2024-10-19,Google Ads,10362,164,16423,11,購入,63201
2024-10-19,Meta Ads,7304,382,14746,11,お気に入り,67470
2024-10-19,LINE Ads,3549,132,8740,3,購入,22467
2024-10-19,Yahoo!広告,7228,267,9097,17,会員登録,102746
2024-10-20,Google Ads,13067,717,22930,19,購入,148575
2024-10-20,Meta Ads,10550,411,15647,28,購入,165034
2024-10-20,LINE Ads,3619,156,7987,7,購入,54799
2024-10-20,Yahoo!広告,2687,83,6273,1,購入,4001
2024-10-21,Google Ads,24485,1046,23128,21,会員登録,142645
2024-10-21,Meta Ads,10401,591,17416,23,お気に入り,128475
2024-10-21,LINE Ads,6603,392,7236,30,会員登録,220475
2024-10-21,Yahoo!広告,3733,53,5813,3,購入,13749
2024-10-22,Google Ads,10752,561,20036,29,購入,111163
2024-10-22,Meta Ads,9282,257,15872,9,購入,63444
2024-10-22,LINE Ads,3791,133,7032,4,購入,14719
2024-10-22,Yahoo!広告,2680,118,5510,7,購入,52247
2024-10-23,Google Ads,6491,107,13747,5,お気に入り,29298
2024-10-23,Meta Ads,7549,130,14075,6,会員登録,41547
2024-10-23,LINE Ads,11003,139,12114,5,会員登録,32912
2024-10-23,Yahoo!広告,2180,82,5341,2,会員登録,12181
2024-10-24,Google Ads,9908,267,19537,21,会員登録,112804
2024-10-24,Meta Ads,5578,131,10230,8,購入,48486
2024-10-24,LINE Ads,3323,197,8233,11,会員登録,66166
2024-10-24,Yahoo!広告,2910,140,6111,2,購入,15748
2024-10-25,Google Ads,8721,413,20617,32,購入,212650
2024-10-25,Meta Ads,18930,609,16853,41,会員登録,189044
2024-10-25,LINE Ads,6922,315,7486,7,購入,31271
2024-10-25,Yahoo!広告,8275,297,6927,21,購入,123854
2024-10-26,Google Ads,7272,321,15559,6,お気に入り,29742
2024-10-26,Meta Ads,5517,73,11177,4,購入,25237
2024-10-26,LINE Ads,8420,228,12317,11,会員登録,53931
2024-10-26,Yahoo!広告,4551,208,8135,14,購入,57141
2024-10-27,Google Ads,11154,146,22128,10,お気に入り,43028
2024-10-27,Meta Ads,9187,465,18405,27,会員登録,171910
2024-10-27,LINE Ads,5368,85,9748,4,お気に入り,27328
2024-10-27,Yahoo!広告,4577,152,7120,11,お気に入り,80577
2024-10-28,Google Ads,12794,135,15171,9,購入,65432
2024-10-28,Meta Ads,6108,170,14462,5,お気に入り,28883
2024-10-28,LINE Ads,4948,186,8820,8,会員登録,45257
2024-10-28,Yahoo!広告,3614,61,5505,4,お気に入り,21592
2024-10-29,Google Ads,8383,119,20480,3,購入,18332
2024-10-29,Meta Ads,6272,209,15166,16,お気に入り,59531
2024-10-29,LINE Ads,7648,98,8946,7,購入,38195
2024-10-29,Yahoo!広告,4206,96,7674,6,購入,38248
2024-10-30,Google Ads,7836,200,18795,7,購入,49647
2024-10-30,Meta Ads,8140,289,10452,6,購入,30351
2024-10-30,LINE Ads,3025,44,7509,2,購入,15401
2024-10-30,Yahoo!広告,9780,452,8689,34,お気に入り,173562
2024-10-31,Google Ads,6994,186,16983,8,会員登録,39187
2024-10-31,Meta Ads,4788,78,10642,3,会員登録,22331
2024-10-31,LINE Ads,5018,297,11447,22,会員登録,124020
2024-10-31,Yahoo!広告,2110,110,5083,7,お気に入り,33300
2024-11-01,Google Ads,13351,565,18075,36,お気に入り,242584
2024-11-01,Meta Ads,15753,312,23453,7,購入,47387
2024-11-01,LINE Ads,12031,166,12593,9,お気に入り,71819
2024-11-01,Yahoo!広告,4524,59,10895,3,購入,12147
2024-11-02,Google Ads,13764,593,17212,24,購入,182436
2024-11-02,Meta Ads,22091,499,18902,30,会員登録,203630
2024-11-02,LINE Ads,4692,115,9283,3,購入,9105
2024-11-02,Yahoo!広告,11204,374,11048,25,お気に入り,171724
2024-11-03,Google Ads,12013,501,25709,16,購入,61048
2024-11-03,Meta Ads,14892,249,15779,15,購入,81554
2024-11-03,LINE Ads,5423,323,11182,18,購入,59665
2024-11-03,Yahoo!広告,5412,156,10004,7,購入,43686
2024-11-04,Google Ads,9470,328,17960,7,購入,32022
2024-11-04,Meta Ads,12238,385,20287,20,購入,158966
2024-11-04,LINE Ads,10082,437,12828,17,購入,77080
2024-11-04,Yahoo!広告,3766,222,7492,17,会員登録,103038
2024-11-05,Google Ads,20393,934,26861,24,購入,139115
2024-11-05,Meta Ads,9342,342,23047,18,購入,75297
2024-11-05,LINE Ads,15533,531,15733,24,会員登録,153705
2024-11-05,Yahoo!広告,4031,138,8944,7,購入,50741
2024-11-06,Google Ads,9840,280,19554,22,会員登録,97765
2024-11-06,Meta Ads,13146,415,15332,18,購入,100252
2024-11-06,LINE Ads,4987,233,9553,11,お気に入り,54944
2024-11-06,Yahoo!広告,5927,248,11357,16,購入,66002
2024-11-07,Google Ads,10884,626,25389,30,購入,150689
2024-11-07,Meta Ads,8974,109,18540,7,購入,37616
2024-11-07,LINE Ads,10375,344,10975,13,購入,50722
2024-11-07,Yahoo!広告,6285,230,10183,13,会員登録,93213
2024-11-08,Google Ads,19152,283,19388,21,購入,88712
2024-11-08,Meta Ads,17785,190,23427,11,購入,80364
2024-11-08,LINE Ads,8498,373,12196,12,お気に入り,40279
2024-11-08,Yahoo!広告,12053,159,9741,9,お気に入り,66085
2024-11-09,Google Ads,27427,774,26510,25,購入,149696
2024-11-09,Meta Ads,9079,170,14388,11,購入,36677
2024-11-09,LINE Ads,5890,302,13370,23,会員登録,173515
2024-11-09,Yahoo!広告,4824,162,11880,10,会員登録,53118
2024-11-10,Google Ads,9983,426,23875,22,会員登録,147915
2024-11-10,Meta Ads,6106,333,13837,25,購入,130795
2024-11-10,LINE Ads,8116,471,9549,29,お気に入り,137587
2024-11-10,Yahoo!広告,5020,258,10942,17,会員登録,98500
2024-11-11,Google Ads,10275,373,18148,23,お気に入り,76188
2024-11-11,Meta Ads,13659,581,22891,29,購入,125081
2024-11-11,LINE Ads,6928,310,15195,15,会員登録,113358
2024-11-11,Yahoo!広告,4690,74,7759,2,購入,6969
2024-11-12,Google Ads,22038,1049,24090,42,購入,300419
2024-11-12,Meta Ads,19115,715,17267,22,お気に入り,123087
2024-11-12,LINE Ads,6139,246,9912,14,会員登録,49976
2024-11-12,Yahoo!広告,3944,147,7015,3,お気に入り,22075
2024-11-13,Google Ads,14450,685,29854,28,会員登録,196821
2024-11-13,Meta Ads,19337,323,22363,17,購入,131065
2024-11-13,LINE Ads,12188,630,10961,31,購入,152635
2024-11-13,Yahoo!広告,6638,95,11392,3,購入,18065
2024-11-14,Google Ads,9983,410,20968,14,購入,52826
2024-11-14,Meta Ads,20125,1077,19798,78,購入,241072
2024-11-14,LINE Ads,5854,274,8762,16,会員登録,65735
2024-11-14,Yahoo!広告,7273,263,9164,9,購入,32614
2024-11-15,Google Ads,24581,1321,28408,57,購入,174399
2024-11-15,Meta Ads,6934,111,16909,5,会員登録,38504
2024-11-15,LINE Ads,7165,325,14550,18,購入,97719
2024-11-15,Yahoo!広告,3814,41,8361,1,購入,4371
2024-11-16,Google Ads,18074,496,19103,20,購入,138895
2024-11-16,Meta Ads,9685,176,23543,7,会員登録,41338
2024-11-16,LINE Ads,9669,577,14500,20,会員登録,75504
2024-11-16,Yahoo!広告,6594,205,8342,12,会員登録,85607
2024-11-17,Google Ads,22488,732,19176,31,会員登録,140926
2024-11-17,Meta Ads,10108,441,16655,19,会員登録,85545
2024-11-17,LINE Ads,7953,253,11812,18,購入,75655
2024-11-17,Yahoo!広告,4620,262,7438,6,購入,24590
2024-11-18,Google Ads,23894,1266,21801,89,購入,688923
2024-11-18,Meta Ads,10464,472,20685,28,会員登録,203315
2024-11-18,LINE Ads,11419,310,11536,22,会員登録,138586
2024-11-18,Yahoo!広告,8012,323,9078,9,会員登録,43699
2024-11-19,Google Ads,15616,394,25624,31,会員登録,230252
2024-11-19,Meta Ads,9023,379,13153,18,会員登録,118547
2024-11-19,LINE Ads,6837,203,10250,4,購入,31881
2024-11-19,Yahoo!広告,7704,123,11509,8,購入,47552
2024-11-20,Google Ads,20986,396,29303,29,購入,215612
2024-11-20,Meta Ads,14991,701,16095,40,会員登録,279089
2024-11-20,LINE Ads,8777,377,11755,9,購入,50655
2024-11-20,Yahoo!広告,10952,425,8860,18,購入,141301
2024-11-21,Google Ads,13092,535,27542,25,購入,107610
2024-11-21,Meta Ads,9227,434,19575,26,会員登録,185647
2024-11-21,LINE Ads,4174,198,8829,4,会員登録,25572
2024-11-21,Yahoo!広告,9237,542,9618,18,お気に入り,83340
2024-11-22,Google Ads,12032,179,17893,7,購入,44238
2024-11-22,Meta Ads,10321,356,20814,21,購入,151024
2024-11-22,LINE Ads,11971,564,11187,33,購入,245463
2024-11-22,Yahoo!広告,11358,243,11034,16,購入,66509
2024-11-23,Google Ads,23000,942,25431,42,購入,244730
2024-11-23,Meta Ads,8049,210,20032,16,購入,123862
2024-11-23,LINE Ads,5554,305,12098,23,購入,119051
2024-11-23,Yahoo!広告,8378,114,8204,2,購入,11038
2024-11-24,Google Ads,21766,454,17723,34,会員登録,259574
2024-11-24,Meta Ads,7754,138,13101,8,購入,32642
2024-11-24,LINE Ads,6416,89,15303,4,購入,29544
2024-11-24,Yahoo!広告,5757,301,10698,13,会員登録,78083
2024-11-25,Google Ads,11463,228,20919,5,お気に入り,25991
2024-11-25,Meta Ads,5618,209,13041,16,購入,52896
2024-11-25,LINE Ads,7528,318,12248,8,購入,36029
2024-11-25,Yahoo!広告,5045,63,6753,2,お気に入り,11786
2024-11-26,Google Ads,10578,616,19665,38,お気に入り,296239
2024-11-26,Meta Ads,20601,401,23707,11,会員登録,51763
2024-11-26,LINE Ads,8349,212,12928,15,会員登録,71600
2024-11-26,Yahoo!広告,4490,248,10096,18,購入,72615
2024-11-27,Google Ads,8620,439,18296,28,購入,138891
2024-11-27,Meta Ads,5529,250,13192,7,お気に入り,51580
2024-11-27,LINE Ads,3798,208,9182,9,購入,38383
2024-11-27,Yahoo!広告,4113,128,6516,5,購入,31734
2024-11-28,Google Ads,31432,383,28785,21,購入,154882
2024-11-28,Meta Ads,7564,268,18224,9,会員登録,50512
2024-11-28,LINE Ads,7010,383,12929,26,購入,124289
2024-11-28,Yahoo!広告,4315,193,7433,7,お気に入り,35096
2024-11-29,Google Ads,10821,226,22644,13,購入,91721
2024-11-29,Meta Ads,10465,115,20071,3,購入,10797
2024-11-29,LINE Ads,6956,138,15535,10,お気に入り,63800
2024-11-29,Yahoo!広告,4790,231,10831,6,会員登録,44811
2024-11-30,Google Ads,18083,752,26843,18,会員登録,125947
2024-11-30,Meta Ads,7751,277,17823,12,購入,41363
2024-11-30,LINE Ads,7759,234,9161,7,購入,54380
